School,Group,Description,URL,Code,Group_Code,summary
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 6320 Mental Health and Crime (3 semester credit hours) Examines the study of people with mental illness, and their relation to crime and the criminal justice system. Topics include the major diagnoses that are typically encountered in the criminal justice system, the epidemiology and etiology of violence by and against people with mental disorders, and prevention and treatment strategies within the criminal justice system for managing special populations. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/crim6320,CRIM 6320,CRIM,"{""course_code"": ""CRIM 6320"", ""course_title"": ""Mental Health and Crime"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 6332 ( GISC 6331 ) GIS Applications in Criminology (3 semester credit hours) Examines spatial distributions of crime, criminals, and criminal justice interventions. Students conduct spatial analysis of point patterns and area-based data in studies of the locations of crime events and rates, offenders, police patrolling practices, judicial districts and community corrections and how they relate to physical and social characteristics of neighborhoods. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/crim6332,CRIM 6332,CRIM,"{""course_code"": ""CRIM 6332"", ""course_title"": ""GIS Applications in Criminology"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 6351 ( PA 6351 ) Introduction to Homeland Security (3 semester credit hours) This course provides a comprehensive overview of the structure of Homeland Security, its origins and developing trends and challenges. Selected material from Congress, Federal Emergency Management Agency, Department of Justice, local, state, and other government and non-government agencies will be studied. Examines both historical and contemporary Homeland Defense and Security issues. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/crim6351,CRIM 6351,CRIM,"{""course_code"": ""CRIM 6351"", ""course_title"": ""Introduction to Homeland Security"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 6381 Special Topics in Criminology (3 semester credit hours) May be repeated for credit as topics vary (9 semester credit hours maximum). Consult with an advisor to determine the appropriateness for one's degree plan and specialty areas of study. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim6381,CRIM 6381,CRIM,"{""course_code"": ""CRIM 6381"", ""course_title"": ""Special Topics in Criminology"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 6390 Administration of Justice Agencies (3 semester credit hours) This course focuses on the administrative structures, processes, and behavior in managing criminal justice agencies. The focus is on human and financial resources, organizational theory, decision-making, productivity, measurement and enhancement, organizational design, and ethics and culture in police, courts, and correctional agencies. This course is offered in an online format only. At the discretion of the professor, exams of fully online courses may use proctoring software that requires a webcam scan of the testing area and the recording of all activity during the exam. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/crim6390,CRIM 6390,CRIM,"{""course_code"": ""CRIM 6390"", ""course_title"": ""Administration of Justice Agencies"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 6395 Contemporary Issues in Justice Administration (3 semester credit hours) This course explores and surveys classical and recent literature in criminal justice focused on various critical issues confronting the justice system. The course studies the trends, contemporary topics, and reform movements currently prominent in the fields of policing, courts, and corrections. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/crim6395,CRIM 6395,CRIM,"{""course_code"": ""CRIM 6395"", ""course_title"": ""Contemporary Issues in Justice Administration"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 6399 Capstone in Justice Administration (3 semester credit hours) The capstone in justice administration is the culminating experience for graduating Executive MS-JAL students. Students integrate knowledge from across the criminology and public affairs curriculum in an independent, faculty-directed, semester-long applied research project. Department consent required. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/crim6399,CRIM 6399,CRIM,"{""course_code"": ""CRIM 6399"", ""course_title"": ""Capstone in Justice Administration"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 6V01 Independent Study (1-9 semester credit hours) Provides faculty supervision for student's individual study of a topic agreed upon by the student and the faculty supervisor. Student performance is assessed by instructor. Pass/Fail only. May be repeated for elective credit. Can be applied for credit additionally at the discretion of the program on a case-by-case basis. Instructor consent required. ([1-9]-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim6v01,CRIM 6V01,CRIM,"{""course_code"": ""CRIM 6V01"", ""course_title"": ""Independent Study"", ""credit_hours"": ""1-9""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 6V96 Master Thesis Research (1-6 semester credit hours) Students conduct masters level research project under the supervision of faculty. May be repeated for credit (6 semester credit hours maximum). Instructor consent required. ([1-6]-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim6v96,CRIM 6V96,CRIM,"{""course_code"": ""CRIM 6V96"", ""course_title"": ""Master Thesis Research"", ""credit_hours"": ""1-6""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 6V97 Internship (1-6 semester credit hours) Provides faculty supervision for a student's internship. Internships must be related to the student's course work. Pass/Fail only. May be repeated for credit (6 semester credit hours maximum). Instructor consent required. ([1-6]-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim6v97,CRIM 6V97,CRIM,"{""course_code"": ""CRIM 6V97"", ""course_title"": ""Internship"", ""credit_hours"": ""1-6""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 6V98 Analytical Writing Research (1-9 semester credit hours) Students perform independent research under the supervision of faculty. May be repeated for credit (9 semester credit hours maximum). Prerequisites: EPPS 6313 and EPPS 6316 or equivalent, plus a good working knowledge of OLS Regression and instructor consent required. ([1-9]-0) R",https://catalog.utdallas.edu/2025/graduate/courses/crim6v98,CRIM 6V98,CRIM,"{""course_code"": ""CRIM 6V98"", ""course_title"": ""Analytical Writing Research"", ""credit_hours"": ""1-9""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 7300 Advances in Criminology Theory (3 semester credit hours) Examines contemporary criminological theories and the degree to which research has provided empirical support for explanations of crime and criminality. Prerequisites: CRIM 7305 and CRIM 7315 . (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/crim7300,CRIM 7300,CRIM,"{""course_code"": ""CRIM 7300"", ""course_title"": ""Advances in Criminology Theory"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 7301 Seminar in Criminology Research and Analysis (3 semester credit hours) Examines a variety of quantitative methods and procedures used in criminology research. Students will plan and execute an independent research project. Working topic for dissertation and dataset is preferred. Prerequisites: ( CRIM 7305 and CRIM 7315 and EPPS 7313 and EPPS 7316 ) or equivalents, plus a good working knowledge of OLS Regression. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/crim7301,CRIM 7301,CRIM,"{""course_code"": ""CRIM 7301"", ""course_title"": ""Seminar in Criminology Research and Analysis"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 7305 Professional Development in Criminology (3 semester credit hours) This course covers career development for criminology doctoral students. Topics include career planning and options, curriculum vitae preparation, college/university teaching, academic publishing and writing, research and grant strategies, and professional ethics and responsibilities. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/crim7305,CRIM 7305,CRIM,"{""course_code"": ""CRIM 7305"", ""course_title"": ""Professional Development in Criminology"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 7307 Measures and Correlates of Crime (3 semester credit hours) Examines the major sources of data on crime and criminals and the limitations of such data. Review patterns and trends over time in specific forms of crime; identify geographic and demographic correlates according to each data source. Prerequisite: CRIM 7305 . (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim7307,CRIM 7307,CRIM,"{""course_code"": ""CRIM 7307"", ""course_title"": ""Measures and Correlates of Crime"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 7315 Evidence-Based Crime Prevention (3 semester credit hours) This course explores relationships between crime policy and empirical evaluation research. Students will learn to critically analyze empirical evidence regarding specific criminal justice and crime-related policies, identify factors that influence policymaking, and describe challenges associated with evaluation research of crime-focused programs. Prerequisite: CRIM 7305 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/crim7315,CRIM 7315,CRIM,"{""course_code"": ""CRIM 7315"", ""course_title"": ""Evidence-Based Crime Prevention"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,"CRIM 7342 Qualitative Criminology (3 semester credit hours) Examines ethnography and other qualitative approaches to studying crime, criminals, and criminal justice, particularly participant observation and informant and respondent interviewing. Topics include phenomenology, case study, in-depth interviewing, ethnomethodology, conversation analysis, historical methods, gaining access, sampling, data collection and analysis, and legal and ethical concerns. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/crim7342,CRIM 7342,CRIM,"{""course_code"": ""CRIM 7342"", ""course_title"": ""Qualitative Criminology"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 7381 Special Topics in Criminology (3 semester credit hours) Consult with an advisor to determine the appropriateness for one's degree plan and specialty areas of study. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim7381,CRIM 7381,CRIM,"{""course_code"": ""CRIM 7381"", ""course_title"": ""Special Topics in Criminology"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 8V02 Qualifying Exam Preparation (1-9 semester credit hours) Provides faculty supervision for student's preparation for the PhD Qualifying Exams. Pass/Fail only. May be repeated for credit. Instructor consent required. ([1-9]-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim8v02,CRIM 8V02,CRIM,"{""course_code"": ""CRIM 8V02"", ""course_title"": ""Qualifying Exam Preparation"", ""credit_hours"": ""1-9 semester credit hours""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 8V92 Independent Advanced Research (1-9 semester credit hours) Provides faculty supervision for student's individual study of a topic agreed upon by the student and faculty supervisor. Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. ([1-9]-0) R,https://catalog.utdallas.edu/2025/graduate/courses/crim8v92,CRIM 8V92,CRIM,"{""course_code"": ""CRIM 8V92"", ""course_title"": ""Independent Advanced Research"", ""credit_hours"": ""1-9""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 8V98 Internship (1-6 semester credit hours) Provides faculty supervision for a student's internship. Internships must be related to the student's course work. Pass/Fail only. May be repeated for credit (6 semester credit hours maximum). Instructor consent required. ([1-6]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/crim8v98,CRIM 8V98,CRIM,"{""course_code"": ""CRIM 8V98"", ""course_title"": ""Internship"", ""credit_hours"": ""1-6""}"
"School of Economic, Political and Policy Sciences",Criminology,CRIM 8V99 Dissertation (1-9 semester credit hours) Provides faculty supervision of a student's dissertation research. Pass/Fail only. May be repeated for credit. Prerequisites: Open to PhD students only and instructor consent required. ([1-9]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/crim8v99,CRIM 8V99,CRIM,"{""course_code"": ""CRIM 8V99"", ""course_title"": ""Dissertation"", ""credit_hours"": ""1-9""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,CS 5302 Topics in Computer Science (3 semester credit hours) May be repeated for credit as topics vary (6 semester credit hours maximum). Prerequisite: CS 5343 . (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/cs5302,CS 5302,CS,"{""course_code"": ""CS 5302"", ""course_title"": ""Topics in Computer Science"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 5303 Computer Science I (3 semester credit hours) Computer science problem solving. The structure and nature of algorithms and their corresponding computer program implementation. Programming in a high level block-structured language (e.g., PASCAL, Ada, C++, or JAVA). Elementary data structures: arrays, records, linked lists, trees, stacks and queues. Prerequisite: ENCS majors only. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/cs5303,CS 5303,CS,"{""course_code"": ""CS 5303"", ""course_title"": ""Computer Science I"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 5330 Computer Science II (3 semester credit hours) Basic concepts of computer organization: Numbering systems, two's complement notation, multi-level machine concepts, machine language, assembly programming and optimization, subroutine calls, addressing modes, code generation process, CPU datapath, pipelining, RISC, CISC, and performance calculation. Prerequisite or Corequisite: CS 5303 . (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/cs5330,CS 5330,CS,"{""course_code"": ""CS 5330"", ""course_title"": ""Computer Science II"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 5333 Discrete Structures (3 semester credit hours) Mathematical foundations of computer science. Logic, sets, relations, graphs and algebraic structures. Combinatorics and metrics for performance evaluation of algorithms. Prerequisite: ENCS majors only. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs5333,CS 5333,CS,"{""course_code"": ""CS 5333"", ""course_title"": ""Discrete Structures"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 5343 Algorithm Analysis and Data Structures (3 semester credit hours) Formal specifications and representation of lists, arrays, trees, graphs, multilinked structures, strings, and recursive pattern structures. Analysis of associated algorithms. Sorting and searching, file structures. Relational data models. Prerequisite: CS 5303 . Prerequisite or Corequisite: CS 5333 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs5343,CS 5343,CS,"{""course_code"": ""CS 5343"", ""course_title"": ""Algorithm Analysis and Data Structures"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 5348 Operating Systems Concepts (3 semester credit hours) Processes and threads. Concurrency issues including semaphores, monitors and deadlocks. Simple memory management. Virtual memory management. CPU scheduling algorithms. I/O management. File management. Introduction to distributed systems. Must have a working knowledge of C and Unix. Prerequisite: CS 5330 . Prerequisite or Corequisite: CS 5343 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs5348,CS 5348,CS,"{""course_code"": ""CS 5348"", ""course_title"": ""Operating Systems Concepts"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 5349 Automata Theory (3 semester credit hours) Deterministic and nondeterministic finite automata; regular expressions, regular sets, context-free grammars, pushdown automata, context free languages. Selected topics from Turing Machines and undecidability. Prerequisite: CS 5333 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs5349,CS 5349,CS,"{""course_code"": ""CS 5349"", ""course_title"": ""Automata Theory"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,CS 5375 Principles of UNIX (3 semester credit hours) Design and history of the UNIX operating system. Detailed study of process and file system data structures. Shell programming in UNIX. Use of process-forking functionality of UNIX to simplify complex problems. Interprocess communication and coordination. Device drivers and streams as interfaces to hardware features. TCP/IP and other UNIX inter-machine communication facilities. Recommended prerequisite: CS 3335 . Prerequisite: CS 5343 . (3-0) S,https://catalog.utdallas.edu/2025/graduate/courses/cs5375,CS 5375,CS,"{""course_code"": ""CS 5375"", ""course_title"": ""Principles of UNIX"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 5390 Computer Networks (3 semester credit hours) The design and analysis of protocols for computer networking. Topics include: network protocol design and composition via layering, contention resolution in multi-access networks, routing metrics and optimal path searching, traffic management, global network protocols; dealing with heterogeneity and scalability. Prerequisite: CS 5343 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs5390,CS 5390,CS,"{""course_code"": ""CS 5390"", ""course_title"": ""Computer Networks"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,CS 5V81 Special Topics in Computer Science (1-9 semester credit hours) May be repeated as topics vary (9 semester credit hours maximum). Prerequisites: ENCS majors only and instructor consent required. ([1-9]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/cs5v81,CS 5V81,CS,"{""course_code"": ""CS 5V81"", ""course_title"": ""Special Topics in Computer Science"", ""credit_hours"": ""1-9""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,CS 6301 Special Topics in Computer Science (3 semester credit hours) May be repeated for credit as topics vary. Prerequisite: CS 5343 . (3-0) S,https://catalog.utdallas.edu/2025/graduate/courses/cs6301,CS 6301,CS,"{""course_code"": ""CS 6301"", ""course_title"": ""Special Topics in Computer Science"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,CS 6302 Special Topics in Computer Science (3 semester credit hours) Special Topics in Computer Science for Non-CS/SE Majors. Prerequisite: CS 5303 . (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/cs6302,CS 6302,CS,"{""course_code"": ""CS 6302"", ""course_title"": ""Special Topics in Computer Science"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6303 Cyber Security Essentials for Practitioners (3 semester credit hours) The Cybersecurity Essentials course develops a foundational understanding of cybersecurity as a business risk. This class will help identify threats to an organization and how they relate to cyber security. An in-depth understanding of the different types of cyberattacks, the business systems that are most at risk, and the importance of an organization-wide approach to cybersecurity. This course will also cover the crucial role of leadership in managing cyber risk throughout the entire organization. May not be used to satisfy the degree requirements of the MS CS or the MS SE degree plans. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6303,CS 6303,CS,"{""course_code"": ""CS 6303"", ""course_title"": ""Cyber Security Essentials for Practitioners"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6304 ( CE 6304 and EEDG 6304 ) Computer Architecture (3 semester credit hours) Trends in processor, memory, I/O and system design. Techniques for quantitative analysis and evaluation of computer systems to understand and compare alternative design choices in system design. Components in high performance processors and computers: pipelining, instruction level parallelism, memory hierarchies, and input/output. Students will undertake a major computing system analysis and design project. Must have an understanding of C/C++. Prerequisite: CS 2340 or EE 4304 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6304,CS 6304,CS,"{""course_code"": ""CS 6304"", ""course_title"": ""Computer Architecture"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6305 Data Security and Privacy for Practitioners (3 semester credit hours) The course will teach principles, tools, and trends for data and application security and privacy. Topics to be covered include: confidentiality, privacy and trust management. Additionally, best practices and policies to promote secure databases, distributed systems, and applications such as social media systems, the cloud, and IoT systems will be covered. In addition, the privacy implications of data analytics and potential solutions will be discussed. Students will assess one system or application to identify potential vulnerabilities and identify possible remediations. The topics include an overview of common and emerging vectors of attack and the best practices for deterring them. May not be used to satisfy degree requirements for the MS CS or the MS SE degree plans. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6305,CS 6305,CS,"{""course_code"": ""CS 6305"", ""course_title"": ""Data Security and Privacy for Practitioners"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6306 Cyber Security Analytics & Malware Analysis for Practitioners (3 semester credit hours) A supervisory view of security vulnerabilities in information systems, applications and safe computing. Additionally, best practices to promote security standards and applications, management and analysis of security. Applications of data science techniques, preparation for adversarial attacks. May not be used to satisfy degree requirements for the MS CS or the MS SE degree plans. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6306,CS 6306,CS,"{""course_code"": ""CS 6306"", ""course_title"": ""Cyber Security Analytics & Malware Analysis for Practitioners"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6307 Introduction to Big Data Management and Analytics for non CS-Majors (3 semester credit hours) Database fundamentals including Query Processing, Parallel/Distributed Data Processing, NoSQL systems (e.g., Key-value stores, Column-oriented data stores, MapReduce), Graph Processing, and Recommendation Systems using Big Data technologies. May not be used to satisfy degree requirements for the MS CS or the MS SE degree plans. Prerequisites: ( CS 5303 or equivalent) and ( CS 5343 or equivalent). (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6307,CS 6307,CS,"{""course_code"": ""CS 6307"", ""course_title"": ""Introduction to Big Data Management and Analytics for non CS-Majors"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6308 Cyber Physical Systems and Critical Infrastructure Security for Practitioners (3 semester credit hours) The Stuxnet attack was a wake-up call to improve the security of our critical infrastructures, which include transportation networks, the power grid, and other cyber-physical systems, where computation, communications, and control are tightly integrated. This class covers the security of cyber-physical systems from a multi-disciplinary point of view, from computer science security research (network security and software security), to public policy (e.g., the Executive Order 13636), risk-assessment, business drivers, and control-theoretic methods to reduce the cyber-risk to cyber-physical critical infrastructures. Students are required to participate in several cyber war games. May not be used to satisfy degree requirements for the MS CS or the MS SE degree plans. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6308,CS 6308,CS,"{""course_code"": ""CS 6308"", ""course_title"": ""Cyber Physical Systems and Critical Infrastructure Security for Practitioners"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6312 Scalable Implementation of Data Structures and Algorithms (3 semester credit hours) This course focuses on scalable implementation of various data structures and algorithms. Design and implement data structures for a given situation. Evaluate the performance of various data structures and algorithms for inputs of very large sizes. Through experimental studies of several algorithms, understand that constants in asymptotic bounds have significant performance impact. Implement short projects every week and several long projects. Prerequisite: CS 5343 . Corequisite: CS 6363 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6312,CS 6312,CS,"{""course_code"": ""CS 6312"", ""course_title"": ""Scalable Implementation of Data Structures and Algorithms"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6313 ( STAT 6313 ) Statistical Methods for Data Science (3 semester credit hours) Statistical methods for data science. Statistical Methods are developed at an intermediate level. Sampling distributions. Point and interval estimation. Parametric and nonparametric hypothesis testing. Analysis of variance. Regression, model building and model diagnostics. Monte Carlo simulation and bootstrap. Introduction to a statistical software package. Prerequisite: CS 3341 or SE 3341 or STAT 3341 or equivalent. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs6313,CS 6313,CS,"{""course_code"": ""CS 6313"", ""course_title"": ""Statistical Methods for Data Science"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6314 Web Programming Languages (3 semester credit hours) Advanced understanding of web architecture, standards, protocols, tools, and technologies. Tools required for web programming including HTML, CSS, and JavaScript; XML and database technologies; server-side programming using PHP; Web security protocols and standards; techniques and algorithms related to web services, cloud computing, and semantic web. Prerequisite: CS 5343 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs6314,CS 6314,CS,"{""course_code"": ""CS 6314"", ""course_title"": ""Web Programming Languages"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6315 Semantic Web (3 semester credit hours) History and foundations of semantic web. URIs and namespaces; XML and XMLS Datatypes, RDF and RDF/XML, RDFS, and OWL (Lite, DL and Full); applications of semantic web; introduction to OWL 2 features and profiles; design patterns used in the creation of semantic web solutions. Prerequisite: CS 5343 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs6315,CS 6315,CS,"{""course_code"": ""CS 6315"", ""course_title"": ""Semantic Web"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6319 Computational Geometry (3 semester credit hours) This course will cover basic computational geometry topics, such as computing convex hulls, computing Voronoi diagrams and Delaunay triangulations, motion planning, and the main methods for developing geometric algorithms. We will also discuss various geometric data structures for point location and range searching and additional topics at the discretion of the instructor, such as geometric approximation and high dimensional data analysis. Prerequisite: CS 5343 . (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/cs6319,CS 6319,CS,"{""course_code"": ""CS 6319"", ""course_title"": ""Computational Geometry"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6320 Natural Language Processing (3 semester credit hours) This course covers state-of-the-art methods for natural language processing. After an introduction to the basics of syntax, semantic, and discourse analysis, the focus shifts to the integration of these modules into natural-language processing systems. In addition to natural language understanding, the course presents advanced material on lexical knowledge acquisition, natural language generation, machine translation, and parallel processing of natural language. Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6320,CS 6320,CS,"{""course_code"": ""CS 6320"", ""course_title"": ""Natural Language Processing"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6321 Discourse Processing (3 semester credit hours) Introduction to discourse processing from natural language texts. Automatic clustering of utterances into coherent units (segments) with hierarchical structures. State-of-the-art research in textual cohesion, coherence, and discourse understanding. Included topics are anaphoric reference and ellipsis, notion of textual context, and relationship between tense, aspect, and discourse states. Prerequisite: CS 6320 . (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/cs6321,CS 6321,CS,"{""course_code"": ""CS 6321"", ""course_title"": ""Discourse Processing"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6322 Information Retrieval (3 semester credit hours) This course covers modern techniques for storing and retrieving unformatted textual data and providing answers to natural language queries. Current research topics and applications of information retrieval in data mining, data warehousing, text mining, digital libraries, hypertext, multimedia data, and query processing are also presented. Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6322,CS 6322,CS,"{""course_code"": ""CS 6322"", ""course_title"": ""Information Retrieval"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6323 Computer Animation and Gaming (3 semester credit hours) Theoretical foundations and programming techniques involved in computer animation and game engines. Specific topics include 2D and 3D transformations, skeletons, forward and inverse kinematics, skinning, keyframing, particle systems, rigid bodies, cloth animation, collision detection, and animation for video games. Prerequisites: CS 5343 and a good working knowledge of C++ and graphical programming (either OpenGL, DirectX, or Java3D). (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6323,CS 6323,CS,"{""course_code"": ""CS 6323"", ""course_title"": ""Computer Animation and Gaming"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6324 Information Security (3 semester credit hours) A comprehensive study of security vulnerabilities in information systems and the basic techniques for developing secure applications and practicing safe computing. Topics include common attacking techniques such as buffer overflow, Trojan, virus, etc. UNIX, Windows and Java security. Conventional encryption. Hashing functions and data integrity. Public-key encryption (RSA, Elliptic-Curve). Digital signature. Watermarking for multimedia. Security standards and applications. Building secure software and systems. Management and analysis of security. Legal and ethical issues in computer security. Prerequisites: CS 5343 and CS 5348 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6324,CS 6324,CS,"{""course_code"": ""CS 6324"", ""course_title"": ""Information Security"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6326 Human Computer Interactions (3 semester credit hours) In-depth exploration of human-computer interactions (HCI). Models and principles of HCI. The user experience (UX) lifecycle and design guidelines for a wide variety of advanced interfaces, such as mobile devices and 3D sensors. UX evaluation of interface designs. Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6326,CS 6326,CS,"{""course_code"": ""CS 6326"", ""course_title"": ""Human Computer Interactions"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6327 Video Analytics (3 semester credit hours) In-depth analysis of topics such as: video features for (human) activity and event detection; large-scale video event classification algorithms; objects-in-video counting approaches; multi-camera video handling; compressed video event detection and analyzing video in large-scale human traffic areas (such as shopping malls, airports, train-stations, etc.). Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6327,CS 6327,CS,"{""course_code"": ""CS 6327"", ""course_title"": ""Video Analytics"", ""credit_hours"": ""3""}"
